Date,Cumulative_Strategy_Return,Cumulative_SP500_Return
2021-06-13,1.1019988840903303,1.1035407643053912
2021-06-20,1.1062188347337598,1.0993149092472663
2021-06-27,1.1002042464749926,1.1052919603860112
2021-07-04,1.103866203392305,1.1089708514218832
2021-07-11,1.1049849834144891,1.1100948050586035
2021-07-18,1.1071290518155417,1.1079408217652342
2021-07-25,1.1114904846335378,1.1123054524760987
2021-08-01,1.1123166337030082,1.1114786976570206
2021-08-08,1.1102234882555007,1.1135702662855118
2021-08-15,1.108650922901415,1.1151475721510653
2021-08-22,1.1073670920573393,1.1138562181105374
2021-08-29,1.1107384398418167,1.117247321855707
2021-09-05,1.1094551480263224,1.1185381337089682
2021-09-12,1.1141820728159875,1.1137725101127187
2021-09-19,1.115442918420458,1.112512127983067
2021-09-26,1.1142548230234715,1.1136971016975625
2021-10-03,1.1093544316080404,1.1087991630898206
2021-10-10,1.1075737032095494,1.1105790001749574
2021-10-17,1.1035281169453348,1.1146355637566074
2021-10-24,1.099918375582601,1.118281638593381
2021-10-31,1.0969936838115453,1.1212551584278727
2021-11-07,1.0926372012554775,1.1257079903909701
2021-11-14,1.093306597855792,1.1250183332011465
2021-11-21,1.0925983583623002,1.1257471154256735
2021-11-28,1.0985997213427012,1.1195636748117452
2021-12-05,1.1011991018432428,1.1169146918119468
2021-12-12,1.0928539438389449,1.1253789464275659
2021-12-19,1.0970700599489327,1.121037352262469
2021-12-26,1.0908184682399957,1.1274255202315584
2022-01-02,1.0889390447352099,1.1293680157835795
2022-01-09,1.0930034689875001,1.1251526919091124
2022-01-16,1.0936345532672682,1.1245030451363895
2022-01-23,1.1095003712246292,1.108189404941563
2022-01-30,1.111290384751909,1.1099773034200864
2022-02-06,1.1077481869848198,1.1135153157880888
2022-02-13,1.1117069417109784,1.109535951099599
2022-02-20,1.1151603408948219,1.1060892958668134
2022-02-27,1.1176065749107544,1.1085156314895788
2022-03-06,1.1203921253316325,1.105752739562165
2022-03-13,1.126735118400006,1.0994926259788942
2022-03-20,1.1131283393797629,1.1127704167850654
2022-03-27,1.1091195550576145,1.1167779120963826
2022-04-03,1.1089275699229537,1.1169712228687536
2022-04-10,1.1117165980754036,1.114161964382851
2022-04-17,1.1176265663526852,1.1082389963560573
2022-04-24,1.1237195851415385,1.102197156236442
2022-05-01,1.13088620380141,1.095167798724847
2022-05-08,1.1311008783856027,1.0949599045167273
2022-05-15,1.1257917895252947,1.0898204518448749
2022-05-22,1.1325149436805373,1.0833121161406511
2022-05-29,1.1471267706630468,1.0972891230644277
2022-06-05,1.1504744976104828,1.0940868402301704
2022-06-12,1.1622190357895468,1.0829179314947026
2022-06-19,1.17576137269277,1.0702996220235623
2022-06-26,1.1943593253373315,1.0872294022903677
2022-07-03,1.1996224649243203,1.0824383482198379
2022-07-10,1.193836802967082,1.087658842629924
2022-07-17,1.1916817777840258,1.0856954819841342
2022-07-24,1.1855590521869088,1.09127366203366
2022-07-31,1.175536493177036,1.100499144858389
2022-08-07,1.1746548616702348,1.1013244996856921
2022-08-14,1.1670380967587168,1.1084657716278807
2022-08-21,1.1698443596722123,1.105800351883283
2022-08-28,1.179277568206511,1.0968835714326437
2022-09-04,1.1871201897332166,1.089588899727245
2022-09-11,1.1763980812708843,1.0994301023815898
2022-09-18,1.1876362596253371,1.0889272022361978
2022-09-25,1.1988455734844397,1.0786495379423924
2022-10-02,1.205794533132793,1.0723972797035841
2022-10-09,1.2018875301685283,1.0758720502681725
2022-10-16,1.2054930566367283,1.0726445559675248
2022-10-23,1.2168269660841002,1.082729438829041
2022-10-30,1.2263923655812858,1.0912407061812863
2022-11-06,1.2346152987297923,1.083923961860553
2022-11-13,1.2200198695356805,1.0967379416106928
2022-11-20,1.2216804258731566,1.0952451830212895
2022-11-27,1.2169989635299412,1.0994421472783191
2022-12-04,1.2141147927110887,1.1020477197177558
2022-12-11,1.2223667847984299,1.0945574155738813
2022-12-18,1.2273890473653821,1.0900602754323294
2022-12-25,1.2278028691632812,1.0896927548780553
2023-01-01,1.2281557615844252,1.0893795577645526
