Date,Cumulative_Strategy_Return,Cumulative_SP500_Return
2021-06-13,1.0335564075765067,1.1035407643053912
2021-06-20,1.0295985478271537,1.0993149092472663
2021-06-27,1.0351965462905368,1.1052919603860112
2021-07-04,1.0386421293862322,1.1089708514218832
2021-07-11,1.0396948041225227,1.1100948050586035
2021-07-18,1.0376774221583178,1.1079408217652342
2021-07-25,1.0417652566849913,1.1123054524760987
2021-08-01,1.0409909330094262,1.1114786976570206
2021-08-08,1.0429498585224533,1.1135702662855118
2021-08-15,1.0444271347924214,1.1151475721510653
2021-08-22,1.043217675852427,1.1138562181105374
2021-08-29,1.0463937225540483,1.117247321855707
2021-09-05,1.047602673691212,1.1185381337089682
2021-09-12,1.0431392764490617,1.1137725101127187
2021-09-19,1.0419588252430598,1.112512127983067
2021-09-26,1.0430686502853612,1.1136971016975625
2021-10-03,1.0384813291861408,1.1087991630898206
2021-10-10,1.0401482925492416,1.1105790001749574
2021-10-17,1.0439475969502847,1.1146355637566074
2021-10-24,1.0473624449848498,1.118281638593381
2021-10-31,1.0501473901154714,1.1212551584278727
2021-11-07,1.0543178323466813,1.1257079903909701
2021-11-14,1.0536719118418578,1.1250183332011465
2021-11-21,1.054354476149631,1.1257471154256735
2021-11-28,1.0485631770203985,1.1195636748117452
2021-12-05,1.0460821872449766,1.1169146918119468
2021-12-12,1.054009655695894,1.1253789464275659
2021-12-19,1.0499433967831504,1.121037352262469
2021-12-26,1.0559264398665504,1.1274255202315584
2022-01-02,1.0577457462206243,1.1293680157835795
2022-01-09,1.0537977497882423,1.1251526919091124
2022-01-16,1.0531893023195784,1.1245030451363895
2022-01-23,1.0379102406848473,1.108189404941563
2022-01-30,1.0395847542038266,1.1099773034200864
2022-02-06,1.042898392876101,1.1135153157880888
2022-02-13,1.0391713915682146,1.109535951099599
2022-02-20,1.0359433163436487,1.1060892958668134
2022-02-27,1.038215778595117,1.1085156314895788
2022-03-06,1.0356281037693325,1.105752739562165
2022-03-13,1.0297649941177205,1.0994926259788942
2022-03-20,1.0422007338838146,1.1127704167850654
2022-03-27,1.0459540818264723,1.1167779120963826
2022-04-03,1.0461351332147855,1.1169712228687536
2022-04-10,1.0435040323052773,1.114161964382851
2022-04-17,1.0379566871106332,1.1082389963560573
2022-04-24,1.0322980084544697,1.102197156236442
2022-05-01,1.0257144387919315,1.095167798724847
2022-05-08,1.0255197288203108,1.0949599045167273
2022-05-15,1.0207062099977662,1.0898204518448749
2022-05-22,1.0146106199775884,1.0833121161406511
2022-05-29,1.0277012329681319,1.0972891230644277
2022-06-05,1.024702032531434,1.0940868402301704
2022-06-12,1.0142414337365666,1.0829179314947026
2022-06-19,1.0024233523130957,1.0702996220235623
2022-06-26,1.018279479643954,1.0872294022903677
2022-07-03,1.013792264677538,1.0824383482198379
2022-07-10,1.018681685732734,1.087658842629924
2022-07-17,1.0168428375075695,1.0856954819841342
2022-07-24,1.022067260491556,1.09127366203366
2022-07-31,1.0307076815751282,1.100499144858389
2022-08-07,1.0314806940436076,1.1013244996856921
2022-08-14,1.038169080746514,1.1084657716278807
2022-08-21,1.0356726966119019,1.105800351883283
2022-08-28,1.0273214006128708,1.0968835714326437
2022-09-04,1.0204893424541244,1.089588899727245
2022-09-11,1.029706435642394,1.0994301023815898
2022-09-18,1.019869608499684,1.0889272022361978
2022-09-25,1.0102437331995822,1.0786495379423924
2022-10-02,1.0043879807221368,1.0723972797035841
2022-10-09,1.0076423882601755,1.0758720502681725
2022-10-16,1.0046195752180576,1.0726445559675248
2022-10-23,1.0140648949002347,1.082729438829041
2022-10-30,1.022036394633683,1.0912407061812863
2022-11-06,1.015183663660892,1.083923961860553
2022-11-13,1.027185006344095,1.0967379416106928
2022-11-20,1.025786915530464,1.0952451830212895
2022-11-27,1.0297177166757692,1.0994421472783191
2022-12-04,1.0321580489020823,1.1020477197177558
2022-12-11,1.025142764924357,1.0945574155738813
2022-12-18,1.0209308244510966,1.0900602754323294
2022-12-25,1.020586611318177,1.0896927548780553
2023-01-01,1.0202932765416417,1.0893795577645526
