,Date,VIX,10Y_Treasury_Yield,30Y_Treasury_Yield,Gold_Price,Oil_Price,EUR_USD,GDP,Unemployment_Rate,CPI,PPI,Retail_Sales,Industrial_Production,Non_Farm_Payrolls,Housing_Starts
0,2015-01-11,17.549999237060547,1.9709999561309808,2.555999994277954,1216.0,48.36000061035156,1.1796069145202637,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
1,2015-01-18,20.950000762939453,1.815000057220459,2.434999942779541,1276.9000244140625,48.68999862670898,1.1637378931045532,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
2,2015-01-25,16.65999984741211,1.8170000314712524,2.3940000534057617,1292.5999755859375,45.59000015258789,1.1346745491027832,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
3,2015-02-01,20.96999931335449,1.6749999523162842,2.250999927520752,1278.5,48.2400016784668,1.13355553150177,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
4,2015-02-08,17.290000915527344,1.937999963760376,2.5190000534057617,1233.9000244140625,51.68999862670898,1.147196888923645,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
5,2015-02-15,14.6899995803833,2.0209999084472656,2.625999927520752,1226.5,52.77999877929688,1.140393853187561,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
6,2015-02-22,14.300000190734863,2.132999897003174,2.734999895095825,1204.4000244140625,50.34000015258789,1.1366735696792605,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
7,2015-03-01,13.34000015258789,2.002000093460083,2.5999999046325684,1212.5999755859375,49.7599983215332,1.1205360889434814,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
8,2015-03-08,15.199999809265137,2.240000009536743,2.83899998664856,1164.0999755859375,49.61000061035156,1.1032048463821411,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
9,2015-03-15,16.0,2.111999988555908,2.694999933242798,1152.5999755859375,44.84000015258789,1.0626314878463743,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
10,2015-03-22,13.020000457763672,1.9299999475479128,2.503999948501587,1184.800048828125,45.720001220703125,1.066894292831421,18063.529,5.7,234.747,192.0,436125.0,102.8239,140562.0,1085.0
