,Date,10Y_Treasury_Yield,30Y_Treasury_Yield,Gold_Price,Oil_Price,EUR_USD,GDP,Unemployment_Rate,CPI,PPI,Retail_Sales,Industrial_Production,Non_Farm_Payrolls,Housing_Starts,SP500_Return
142,2017-10-01,2.325999975204468,2.8570001125335693,1281.5,51.66999816894531,1.178175449371338,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.0
143,2017-10-08,2.369999885559082,2.9059998989105225,1271.5999755859375,49.290000915527344,1.1712344884872437,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,-0.0010736344069645076
144,2017-10-15,2.2799999713897705,2.812000036239624,1301.5,51.45000076293945,1.1831799745559692,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.0008781073155288421
145,2017-10-22,2.38100004196167,2.8940000534057617,1277.4000244140625,51.470001220703125,1.184805989265442,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.0051168427389869375
146,2017-10-29,2.427999973297119,2.936000108718872,1268.5,53.900001525878906,1.163724422454834,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.008073022498049642
147,2017-11-05,2.3429999351501465,2.822000026702881,1266.5,55.63999938964844,1.1661807298660278,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.0030970753849743904
148,2017-11-12,2.400000095367432,2.880000114440918,1272.4000244140625,56.7400016784668,1.164686679840088,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,-0.0008976438525517549
149,2017-11-19,2.3540000915527344,2.7929999828338623,1295.800048828125,56.54999923706055,1.177745342254639,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,-0.0026259630899742037
150,2017-11-26,2.3399999141693115,2.76200008392334,1286.699951171875,58.95000076293945,1.1853959560394287,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.0020560951489239088
151,2017-12-03,2.361999988555908,2.757999897003174,1278.800048828125,58.36000061035156,1.1898245811462402,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,-0.002024530803113933
152,2017-12-10,2.382999897003174,2.775000095367432,1245.199951171875,57.36000061035156,1.1772184371948242,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.005506306319651655
153,2017-12-17,2.3550000190734863,2.688999891281128,1254.300048828125,57.29999923706055,1.1774957180023191,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,0.008974343513216354
154,2017-12-24,2.484999895095825,2.8329999446868896,1275.4000244140625,58.470001220703125,1.185733199119568,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,-0.0004581666477052604
155,2017-12-31,2.4049999713897705,2.739000082015991,1306.300048828125,60.41999816894531,1.1941723823547363,20037.088,4.2,246.626,194.9,484848.0,100.9981,147146.0,1257.0,-0.005183153157965359
156,2018-01-07,2.4760000705718994,2.811000108718872,1320.300048828125,61.43999862670898,1.2068840265274048,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.007033767443369587
157,2018-01-14,2.552000045776367,2.852999925613404,1333.4000244140625,64.30000305175781,1.2042099237442017,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.006749602987881076
158,2018-01-21,2.63700008392334,2.9119999408721924,1331.9000244140625,63.369998931884766,1.2236607074737549,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.004385235112838837
159,2018-01-28,2.6619999408721924,2.9119999408721924,1351.5999755859375,66.13999938964844,1.239234209060669,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.011841196508761032
160,2018-02-04,2.8540000915527344,3.0969998836517334,1333.699951171875,65.44999694824219,1.2510008811950684,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,-0.02120854792396809
161,2018-02-11,2.8289999961853027,3.135999917984009,1313.0999755859375,59.20000076293945,1.2260762453079224,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.014936090208494734
162,2018-02-18,2.877000093460083,3.135999917984009,1353.199951171875,61.68000030517578,1.2503595352172852,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.0003734693722488025
163,2018-02-25,2.871000051498413,3.1600000858306885,1328.199951171875,63.54999923706055,1.2326656579971311,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.01602837635051313
164,2018-03-04,2.8570001125335693,3.13100004196167,1321.0999755859375,61.25,1.2270842790603638,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.005071602744632031
165,2018-03-11,2.8940000534057617,3.1589999198913574,1322.4000244140625,62.040000915527344,1.2306632995605469,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.01737883151892694
166,2018-03-18,2.8480000495910645,3.0799999237060547,1311.300048828125,62.34000015258789,1.2309207916259766,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,0.001703447167811456
167,2018-03-25,2.8299999237060547,3.075999975204468,1349.300048828125,65.87999725341797,1.2324985265731812,20328.553,4.0,248.859,197.9,490426.0,101.3939,147667.0,1299.0,-0.02096688071186603
168,2018-04-01,2.740999937057495,2.9719998836517334,1322.800048828125,64.94000244140625,1.2310267686843872,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.0
169,2018-04-08,2.775000095367432,3.0179998874664307,1331.9000244140625,62.060001373291016,1.2251598834991455,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,-0.021920248779842444
170,2018-04-15,2.8289999961853027,3.0360000133514404,1344.800048828125,67.38999938964844,1.2329696416854858,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,-0.0028866254882486952
171,2018-04-22,2.950999975204468,3.1419999599456787,1336.699951171875,68.37999725341797,1.2345526218414309,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,-0.00853653230061302
172,2018-04-29,2.9570000171661377,3.125,1320.300048828125,68.0999984741211,1.2109616994857788,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.0011136248915897262
173,2018-05-06,2.944000005722046,3.115000009536743,1312.699951171875,69.72000122070312,1.1989257335662842,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.012811178963797909
174,2018-05-13,2.970999956130981,3.111000061035156,1319.0,70.69999694824219,1.1917530298233032,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.0017075955546570487
175,2018-05-20,3.066999912261963,3.2100000381469727,1290.199951171875,71.27999877929688,1.179523468017578,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,-0.00263219493841671
176,2018-05-27,2.930999994277954,3.0899999141693115,1303.300048828125,67.87999725341797,1.1722642183303833,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,-0.0023572204364039617
177,2018-06-03,2.8949999809265137,3.0460000038146973,1294.800048828125,65.80999755859375,1.1693171262741089,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.010849230370481022
178,2018-06-10,2.937000036239624,3.0820000171661377,1298.0999755859375,65.73999786376953,1.179523468017578,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.0031259043893263616
179,2018-06-17,2.924000024795532,3.046999931335449,1274.5999755859375,65.05999755859375,1.1566576957702637,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,-0.001017102715529128
180,2018-06-24,2.900000095367432,3.0450000762939453,1267.4000244140625,68.58000183105469,1.1605775356292725,20580.912,4.0,250.227,200.3,494498.0,103.3468,148426.0,1276.0,0.0018619345065358228
181,2018-07-01,2.8489999771118164,2.9830000400543213,1251.300048828125,74.1500015258789,1.1562966108322144,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.0
182,2018-07-08,2.8310000896453857,2.940999984741211,1254.300048828125,73.80000305175781,1.1695905923843384,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.008481281595267509
183,2018-07-15,2.8310000896453857,2.933000087738037,1239.5999755859375,71.01000213623047,1.1665889024734497,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.0010792374947172778
184,2018-07-22,2.8949999809265137,3.0309998989105225,1229.5,70.45999908447266,1.1655147075653076,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,-0.0009484477101494582
185,2018-07-29,2.9600000381469727,3.088000059127808,1222.5999755859375,68.69000244140625,1.16429340839386,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,-0.00656220869212365
186,2018-08-05,2.953000068664551,3.0929999351501465,1214.199951171875,68.48999786376953,1.1586008071899414,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.004644183009877123
187,2018-08-12,2.8570001125335693,3.0160000324249268,1211.0999755859375,67.62999725341797,1.1523923873901367,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,-0.007113887913551609
188,2018-08-19,2.872999906539917,3.0290000438690186,1176.5,65.91000366210938,1.1371389627456665,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.0033231157222237684
189,2018-08-26,2.825999975204468,2.9749999046325684,1206.300048828125,68.72000122070312,1.154334545135498,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.006198839704363079
190,2018-09-02,2.852999925613404,3.009999990463257,1200.300048828125,69.80000305175781,1.1664663553237915,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.00013447750859452157
191,2018-09-09,2.941999912261963,3.102999925613404,1193.5999755859375,67.75,1.162006974220276,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,-0.002213344827027508
192,2018-09-16,2.99399995803833,3.131999969482422,1195.0,68.98999786376953,1.169180393218994,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,0.00027548183892078804
193,2018-09-23,3.068000078201294,3.2049999237060547,1196.199951171875,70.77999877929688,1.1775927543640137,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,-0.00036853301202766087
194,2018-09-30,3.055999994277954,3.197000026702881,1191.5,73.25,1.1637378931045532,20798.73,3.8,251.214,204.3,502255.0,103.3334,149023.0,1208.0,-6.870120538793323e-06
195,2018-10-07,3.2249999046325684,3.3949999809265137,1201.199951171875,74.33999633789062,1.1518083810806274,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.005527978766503461
196,2018-10-14,3.1410000324249268,3.315999984741211,1218.0999755859375,71.33999633789062,1.1590440273284912,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,0.014206197825152422
197,2018-10-21,3.197999954223633,3.384000062942505,1225.300048828125,69.12000274658203,1.1460003852844238,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.00036116989772350117
198,2018-10-28,3.07699990272522,3.316999912261963,1232.5,67.58999633789062,1.1377859115600586,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.017327264039978307
199,2018-11-04,3.21399998664856,3.453000068664551,1230.9000244140625,63.13999938964844,1.140328884124756,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.0063166863793988615
200,2018-11-11,3.188999891281128,3.3919999599456787,1206.4000244140625,60.18999862670898,1.1368415355682373,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.00919901370610332
201,2018-11-18,3.0739998817443848,3.32699990272522,1220.800048828125,56.459999084472656,1.1324899196624756,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,0.0022233054237545957
202,2018-11-25,3.053999900817871,3.309999942779541,1221.0,50.41999816894531,1.1403158903121948,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.006554842390161242
203,2018-12-02,3.013000011444092,3.311000108718872,1220.199951171875,50.93000030517578,1.1392766237258911,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,0.008170747552017188
204,2018-12-09,2.8499999046325684,3.1429998874664307,1246.800048828125,52.61000061035156,1.1374752521514893,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.023320118765389863
205,2018-12-16,2.8910000324249268,3.1429998874664307,1237.0,51.20000076293945,1.1363636255264282,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.019086709555430348
206,2018-12-23,2.7920000553131104,3.0280001163482666,1253.800048828125,45.59000015258789,1.1456853151321411,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.020588228309714296
207,2018-12-30,2.736000061035156,3.0420000553131104,1279.9000244140625,45.33000183105469,1.143105387687683,20917.867,3.8,252.772,204.6,505622.0,103.9397,149525.0,1221.0,-0.0012415825080966947
208,2019-01-06,2.6589999198913574,2.9739999771118164,1282.699951171875,47.959999084472656,1.1391078233718872,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.03433571464262353
209,2019-01-13,2.700999975204468,3.0369999408721924,1287.0999755859375,51.59000015258789,1.151012897491455,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,-0.00014629784190933748
210,2019-01-20,2.7839999198913574,3.0980000495910645,1281.300048828125,53.79999923706055,1.13926362991333,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.01318305304897005
211,2019-01-27,2.753000020980835,3.062000036239624,1297.4000244140625,53.68999862670898,1.1313496828079224,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.008488694060713842
212,2019-02-03,2.690999984741211,3.032000064849853,1316.9000244140625,55.2599983215332,1.1449507474899292,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.0008986100931438479
213,2019-02-10,2.631999969482422,2.9760000705718994,1313.699951171875,52.720001220703125,1.1338768005371094,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.0006762010869560964
214,2019-02-17,2.66599988937378,2.996999979019165,1318.0999755859375,55.59000015258789,1.1295350790023804,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.01087875260858695
215,2019-02-24,2.6549999713897705,3.0199999809265137,1329.199951171875,57.2599983215332,1.1343011856079102,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.006411102394986878
216,2019-03-03,2.755000114440918,3.124000072479248,1296.4000244140625,55.79999923706055,1.1373459100723269,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.00689532059343434
217,2019-03-10,2.625,3.009000062942505,1297.0,56.06999969482422,1.1198333501815796,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,-0.0021316888487414865
218,2019-03-17,2.5929999351501465,3.0199999809265137,1301.800048828125,58.52000045776367,1.1308379173278809,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.00498490290027398
219,2019-03-24,2.4549999237060547,2.888999938964844,1311.5999755859375,59.040000915527344,1.1375011205673218,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,-0.018974501239482744
220,2019-03-31,2.4140000343322754,2.822000026702881,1293.0,60.13999938964844,1.1230024099349976,21104.133,4.0,252.561,199.1,500208.0,103.373,150062.0,1226.0,0.0067342800173637585
221,2019-04-07,2.500999927520752,2.9089999198913574,1290.4000244140625,63.08000183105469,1.1225864887237549,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.004636432770241061
222,2019-04-14,2.559999942779541,2.970999956130981,1290.5999755859375,63.88999938964844,1.1260753870010376,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.006609324208602496
223,2019-04-21,2.559999942779541,2.9590001106262207,1271.9000244140625,64.0,1.129713773727417,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.0015790922795098083
224,2019-04-28,2.505000114440918,2.927000045776367,1284.9000244140625,63.29999923706055,1.113684892654419,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.0046852921407636305
225,2019-05-05,2.5309998989105225,2.9260001182556152,1279.199951171875,61.93999862670898,1.1173559427261353,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.009638279380647763
226,2019-05-12,2.4549999237060547,2.872999906539917,1285.699951171875,61.65999984741211,1.1222084760665894,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.0037202972597878414
227,2019-05-19,2.3929998874664307,2.8239998817443848,1274.5,62.7599983215332,1.1173559427261353,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,-0.005837333350761975
228,2019-05-26,2.3239998817443848,2.752000093460083,1283.0,58.630001068115234,1.1184556484222412,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.0013535590072402126
229,2019-06-02,2.1419999599456787,2.5829999446868896,1305.800048828125,53.5,1.1131147146224976,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,-0.01319537280847849
230,2019-06-09,2.0840001106262207,2.571000099182129,1341.199951171875,53.9900016784668,1.127650022506714,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.01049769746289475
231,2019-06-16,2.0929999351501465,2.5920000076293945,1340.0999755859375,52.5099983215332,1.128044366836548,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,-0.001611511904139773
232,2019-06-23,2.068000078201294,2.5920000076293945,1396.199951171875,57.43000030517578,1.1295605897903442,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,-0.0012592227925193322
233,2019-06-30,2.0,2.5280001163482666,1409.699951171875,58.470001220703125,1.1372941732406616,21384.775,3.7,255.233,202.1,509564.0,102.2481,150602.0,1272.0,0.0057574526279098315
234,2019-07-07,2.0480000972747803,2.549000024795532,1396.699951171875,57.5099983215332,1.128579020500183,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.00180590159841032
235,2019-07-14,2.1059999465942383,2.632999897003174,1409.9000244140625,60.209999084472656,1.1252391338348389,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,0.004620174547884881
236,2019-07-21,2.0480000972747803,2.578000068664551,1425.0999755859375,55.630001068115234,1.1261515617370603,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.00617673452276668
237,2019-07-28,2.0810000896453857,2.6010000705718994,1418.5,56.20000076293945,1.1146159172058103,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,0.007387691099234761
238,2019-08-04,1.8550000190734863,2.3910000324249268,1445.5999755859375,55.65999984741211,1.1078859567642212,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.007282739927037873
239,2019-08-11,1.7339999675750732,2.247999906539917,1496.5999755859375,54.5,1.1187183856964111,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.00661660635492356
240,2019-08-18,1.5390000343322754,2.0,1512.5,54.869998931884766,1.1113580465316772,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,0.014426124657807904
241,2019-08-25,1.527999997138977,2.025000095367432,1526.5999755859375,54.16999816894531,1.108401656150818,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.025946336754618105
242,2019-09-01,1.50600004196167,1.9700000286102293,1519.0999755859375,55.09999847412109,1.1061947345733645,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,0.0006427872591217021
243,2019-09-08,1.5499999523162842,2.0199999809265137,1506.199951171875,56.52000045776367,1.1036310195922852,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,0.0009106051537297599
244,2019-09-15,1.902999997138977,2.378000020980835,1490.9000244140625,54.84999847412109,1.1058276891708374,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.0007244143620946941
245,2019-09-22,1.7549999952316284,2.1989998817443848,1507.300048828125,58.09000015258789,1.1048502922058103,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.0048955765157830955
246,2019-09-29,1.6749999523162842,2.124000072479248,1499.0999755859375,55.90999984741211,1.0922753810882568,21694.282,3.7,255.802,200.7,518274.0,102.0236,150934.0,1240.0,-0.005316352490240539
247,2019-10-06,1.5149999856948853,2.015000104904175,1506.199951171875,52.810001373291016,1.0975382328033447,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.014216897585460186
248,2019-10-13,1.7519999742507937,2.2149999141693115,1482.699951171875,54.70000076293945,1.1011033058166504,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.010938977513132997
249,2019-10-20,1.746999979019165,2.246000051498413,1488.199951171875,53.77999877929688,1.1127183437347412,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,-0.003919344949506964
250,2019-10-27,1.8009999990463257,2.2920000553131104,1499.5,56.65999984741211,1.1103955507278442,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.004072700506109195
251,2019-11-03,1.7280000448226929,2.211999893188477,1508.0,56.20000076293945,1.1157102584838867,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.009662312168146059
252,2019-11-10,1.932999968528748,2.4170000553131104,1461.300048828125,57.2400016784668,1.1019697189331057,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.0025606760900243053
253,2019-11-17,1.8339999914169312,2.311000108718872,1467.300048828125,57.720001220703125,1.1020498275756836,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.007695488006902673
254,2019-11-24,1.77400004863739,2.2230000495910645,1463.0999755859375,57.77000045776367,1.1065863370895386,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.0021749356911917594
255,2019-12-01,1.7760000228881836,2.20199990272522,1465.5999755859375,55.16999816894531,1.101176142692566,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,-0.004011219709926239
256,2019-12-08,1.8420000076293943,2.2839999198913574,1459.0999755859375,59.20000076293945,1.1105434894561768,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.009135724328457329
257,2019-12-15,1.819000005722046,2.25,1475.5999755859375,60.06999969482422,1.1186057329177856,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,7.258178414493166e-05
258,2019-12-22,1.9170000553131104,2.345999956130981,1474.699951171875,60.43999862670898,1.1125946044921875,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,0.004944781081796634
259,2019-12-29,1.8739999532699585,2.311000108718872,1513.800048828125,61.720001220703125,1.110111951828003,21902.39,3.6,257.155,198.6,519795.0,101.6022,151458.0,1325.0,3.398471712534601e-05
260,2020-01-05,1.787999987602234,2.249000072479248,1549.199951171875,63.04999923706055,1.1171437501907349,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.007059870562045378
261,2020-01-12,1.825000047683716,2.2839999198913574,1557.5,59.040000915527344,1.1111111640930176,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.002855178689662563
262,2020-01-19,1.8359999656677248,2.2960000038146973,1558.800048828125,58.540000915527344,1.1139578819274902,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,0.003862162248501333
263,2020-01-26,1.680999994277954,2.128000020980835,1571.0999755859375,54.18999862670898,1.1055220365524292,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.009042160974207403
264,2020-02-02,1.5199999809265137,2.015000104904175,1582.9000244140625,51.560001373291016,1.1029127836227417,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.01770582037552626
265,2020-02-09,1.5779999494552612,2.0420000553131104,1568.5999755859375,50.31999969482422,1.0982975959777832,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.005400853672730133
266,2020-02-16,1.5880000591278076,2.0429999828338623,1582.699951171875,52.04999923706055,1.0845986604690552,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,0.0018435333204338544
267,2020-02-23,1.4709999561309814,1.9179999828338623,1644.5999755859375,53.380001068115234,1.078799843788147,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.01051810302712286
268,2020-03-01,1.1269999742507937,1.6710000038146973,1564.0999755859375,44.7599983215332,1.0997228622436523,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.008238340444361891
269,2020-03-08,0.7059999704360962,1.215000033378601,1670.800048828125,41.27999877929688,1.1223849058151243,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.01705385200037013
270,2020-03-15,0.9509999752044678,1.5520000457763672,1515.699951171875,31.729999542236328,1.1184931993484497,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,0.09287124972971839
271,2020-03-22,0.9380000233650208,1.555999994277954,1484.0,22.43000030517578,1.0657345056533811,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.04335951230846191
272,2020-03-29,0.7490000128746033,1.337000012397766,1623.9000244140625,21.51000022888184,1.1048258543014526,21706.513,3.6,258.906,199.3,525411.0,101.3768,152045.0,1578.0,-0.033687352562252526
273,2020-04-05,0.5870000123977661,1.2139999866485596,1633.699951171875,28.34000015258789,1.0847399234771729,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,-0.015137125124949469
274,2020-04-12,0.7289999723434448,1.3530000448226929,1736.199951171875,22.76000022888184,1.0863661766052246,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.014487410153376512
275,2020-04-19,0.6539999842643738,1.2760000228881836,1689.199951171875,18.270000457763672,1.0858471393585205,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.026793594848223412
276,2020-04-26,0.5960000157356262,1.1770000457763672,1723.5,16.940000534057617,1.077702283859253,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.013918057304545428
277,2020-05-03,0.6420000195503235,1.277999997138977,1694.5,19.780000686645508,1.094546914100647,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,-0.028059034078492195
278,2020-05-10,0.6819999814033508,1.3860000371932983,1709.9000244140625,24.739999771118164,1.0837171077728271,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.016871538638701944
279,2020-05-17,0.6399999856948853,1.319000005722046,1753.4000244140625,29.43000030517578,1.0806955099105835,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.0039263632504382695
280,2020-05-24,0.6570000052452087,1.371000051498413,1734.5999755859375,33.25,1.0952903032302856,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.002353711326488428
281,2020-05-31,0.6480000019073486,1.406999945640564,1736.9000244140625,35.4900016784668,1.1079105138778689,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.004812335824971425
282,2020-06-07,0.9039999842643738,1.6779999732971191,1676.199951171875,39.54999923706055,1.1337867975234983,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.026211650818398713
283,2020-06-14,0.6990000009536743,1.4500000476837158,1729.300048828125,36.2599983215332,1.1288082599639893,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,0.013060843963234703
284,2020-06-21,0.6970000267028809,1.4700000286102295,1745.9000244140625,39.75,1.1211000680923462,19913.143,14.8,256.126,185.5,408312.0,84.5979,130421.0,931.0,-0.005649494809462974
