Date,Time,VIX,10Y_Treasury_Yield,30Y_Treasury_Yield,Gold_Price,Oil_Price,EUR_USD,GDP,Unemployment_Rate,CPI,PPI,Retail_Sales,Industrial_Production,Non_Farm_Payrolls,Housing_Starts
12/17/2017,4:20,-0.16555808,0.048098385,0.12886924,-0.61589813,-0.3372693,0.066337384,-0.56752217,-0.18858302,-0.48377895,-0.43354905,-0.591659,0.13685651,-0.042571086,-0.49475965
12/24/2017,5:20,-0.19327185,0.06533795,0.14261442,-0.63268167,-0.2923989,0.045445852,-0.55896354,-0.19806719,-0.50123507,-0.4366391,-0.61299336,0.19439697,-0.05083503,-0.454071
12/31/2017,6:20,-0.24857414,0.07391757,0.22062825,-0.6418601,-0.31234384,0.058969975,-0.58923984,-0.18292844,-0.43298736,-0.45646435,-0.64179426,0.21962556,-0.060540866,-0.4687842
1/7/2018,7:20,-0.21815768,0.035265625,0.22081031,-0.6423901,-0.3137996,0.04967898,-0.6187402,-0.23206969,-0.40467304,-0.4175926,-0.684049,0.22039951,-0.059909645,-0.4584216
1/14/2018,8:20,-0.19282675,0.069936246,0.2068091,-0.65626043,-0.2852193,0.037186444,-0.5769117,-0.21460038,-0.4216952,-0.39514616,-0.673951,0.22244948,-0.081580125,-0.45127517
1/21/2018,9:20,-0.18709916,0.06315753,0.19341533,-0.62624013,-0.26340514,0.046070866,-0.51737964,-0.21538292,-0.42024556,-0.36923566,-0.61500126,0.17414145,-0.044523757,-0.49095163
1/28/2018,10:20,-0.17521107,0.10836406,0.21378806,-0.5888072,-0.26107493,0.011026884,-0.4816723,-0.23861769,-0.43244672,-0.35089603,-0.5868309,0.18156534,-0.04012256,-0.48256397
2/4/2018,11:20,-0.15827689,0.12754284,0.2401982,-0.587081,-0.2521759,-0.019415848,-0.43750578,-0.21151337,-0.39897546,-0.35377577,-0.53064233,0.20901988,-0.01727249,-0.4295609
2/11/2018,12:20,-0.10862675,0.14190863,0.26376662,-0.51305854,-0.24999277,0.026542794,-0.40987507,-0.1739932,-0.3936742,-0.31304884,-0.47640893,0.19602239,-0.00364653,-0.44134584
2/18/2018,13:20,-0.13112666,0.14453456,0.19560394,-0.53986496,-0.26608008,0.012462689,-0.44555414,-0.21106294,-0.4103562,-0.3827077,-0.46653485,0.2720068,-0.012324018,-0.39843103
2/25/2018,14:20,-0.11229317,0.15826787,0.22034985,-0.5986599,-0.18672639,0.013157481,-0.4542612,-0.1918076,-0.41164562,-0.3484134,-0.47386524,0.2754904,0.030948857,-0.4009535
3/4/2018,15:20,-0.1412394,0.1510032,0.22647841,-0.56133074,-0.2636694,0.03477684,-0.42974088,-0.1863177,-0.40868458,-0.3304763,-0.49112603,0.2705666,0.056986414,-0.45309347
3/11/2018,16:20,-0.17609742,0.10178972,0.2247395,-0.66421425,-0.2180414,-0.038076326,-0.52748203,-0.1728396,-0.39231881,-0.29877907,-0.5579277,0.26779106,0.017361594,-0.44809976
3/18/2018,17:20,-0.20131357,0.13892658,0.27322325,-0.68955696,-0.19773579,-0.06630723,-0.44271705,-0.26190168,-0.37390587,-0.30078557,-0.5052594,0.3247242,0.007794511,-0.475016
3/25/2018,18:20,-0.14397001,0.15115206,0.3140664,-0.62524045,-0.16180782,-0.060742088,-0.47200263,-0.28809068,-0.39915222,-0.3132022,-0.52255386,0.3473466,-0.004113492,-0.48419592
4/1/2018,19:20,-0.15101762,0.23106374,0.36393085,-0.7484951,-0.14131388,-0.109814584,-0.47086048,-0.27508655,-0.32467353,-0.283044,-0.4946287,0.38218743,0.054896712,-0.4195733
4/8/2018,20:20,-0.036038034,0.18351196,0.3173392,-0.63995147,-0.13209738,-0.004987935,-0.4179067,-0.26814893,-0.34798408,-0.27290192,-0.46041095,0.38518035,0.016339488,-0.45013246
4/15/2018,21:20,-0.13907701,0.2052291,0.35426897,-0.66926223,-0.119321145,-0.0968907,-0.44614398,-0.14763688,-0.3607135,-0.25956482,-0.48478943,0.29384154,0.16844167,-0.40542117
4/22/2018,22:20,-0.046596166,0.1716557,0.22111133,-0.61193866,-0.15424432,0.01930901,-0.37484774,-0.23987168,-0.33517003,-0.22247615,-0.386371,0.22830918,-0.006764641,-0.47173446
4/29/2018,23:20,-0.12518556,0.14069794,0.23630619,-0.5748622,-0.14171508,-0.21080972,-0.36542702,-0.25633162,-0.29695567,-0.14628887,-0.45185414,0.1231148,0.05589985,-0.5125216
5/6/2018,0:20,-0.04742583,0.3130123,0.22376464,-0.5383878,-0.10894988,-0.06299823,-0.3105214,-0.33652082,-0.33029097,-0.1441532,-0.3969891,0.2680046,0.019757472,-0.40170094
5/13/2018,1:20,-0.11629358,0.28500214,0.32384282,-0.58101493,-0.13843337,-0.1092933,-0.3804548,-0.27939755,-0.25493374,-0.21522929,-0.5003721,0.35202226,0.035615936,-0.40992
5/20/2018,2:20,-0.03473235,0.330934,0.4695759,-0.60841036,-0.07179674,-0.073495395,-0.30194375,-0.19590905,-0.19437468,-0.11748237,-0.45950535,0.37131244,0.15886982,-0.3151577
5/27/2018,3:20,-0.017754795,0.2143039,0.29203865,-0.44771212,-0.16876444,-0.010857947,-0.2203739,-0.15282685,-0.24371435,-0.12852313,-0.33412114,0.339391,0.021203348,-0.4235296
6/3/2018,4:20,-0.15542342,0.15875407,0.26413554,-0.6722682,0.035063088,-0.22696936,-0.32075432,-0.23862194,-0.28830454,-0.16264425,-0.29911593,0.3784771,0.17143324,-0.3178392
6/10/2018,5:20,-0.034657937,0.32662097,0.3317843,-0.49817938,0.025846204,-0.10148378,-0.104363926,-0.3843632,-0.36707586,-0.13564594,-0.17850494,0.392508,0.16344549,-0.47031003
6/17/2018,6:20,-0.071496636,0.24078755,0.37009442,-0.5182261,-0.05468136,-0.2496523,-0.31315303,-0.29571164,-0.22055063,-0.10595001,-0.32279503,0.28895363,0.24600433,-0.4333519
6/24/2018,7:20,-0.028634418,0.36727732,0.3903013,-0.69914407,-0.03308016,-0.1775414,-0.34670797,-0.2961058,-0.23193647,-0.007957246,-0.36732373,0.4471291,0.13391672,-0.30048376
7/1/2018,8:20,0.06481373,0.34488985,0.41441077,-0.5097134,-0.06970407,-0.08148804,-0.20284677,-0.23934004,-0.24797978,-0.14690207,-0.25811607,0.4154048,0.07414078,-0.4546865
7/8/2018,9:20,-0.06261131,0.35305414,0.34371465,-0.6611948,0.08809271,-0.18991211,-0.33335435,-0.31505525,-0.27286053,-0.19562705,-0.33401147,0.53225857,0.16177224,-0.25595754
7/15/2018,10:20,0.010539331,0.446834,0.29057664,-0.6169045,0.02154732,-0.038469497,-0.22370258,-0.37288907,-0.19033402,-0.04517568,-0.21988851,0.5247384,0.061036322,-0.42799658
7/22/2018,11:20,-0.017278876,0.28460923,0.45102927,-0.6082388,0.08440655,-0.3011115,-0.23391698,-0.3548866,-0.16763131,0.023653444,-0.35236388,0.4765002,0.39167792,-0.36219528
7/29/2018,12:20,-0.06974855,0.47966436,0.4751277,-0.71736,0.12194278,-0.17572859,-0.21910164,-0.36614233,-0.31828216,-0.041438796,-0.356441,0.6704813,0.16626665,-0.34487167
8/5/2018,13:20,-0.12966631,0.2972742,0.5164289,-0.8174727,0.10542039,-0.28107053,-0.25094873,-0.4254706,-0.11362693,-0.049173757,-0.30047128,0.574768,0.20882255,-0.5110402
8/12/2018,14:20,-0.00058404,0.3889269,0.58276534,-0.7357114,0.23955642,-0.27174085,-0.25036162,-0.5424536,-0.26624653,0.024558052,-0.38592383,0.7024203,0.27758798,-0.37247336
8/19/2018,15:20,0.018709954,0.49825457,0.47824144,-0.7107867,0.1306753,-0.13387097,-0.2198236,-0.4533872,-0.28822112,-0.09382096,-0.24154115,0.6564436,0.20484954,-0.4483136
8/26/2018,16:20,0.038932987,0.3805244,0.45463824,-0.8047899,0.2604486,-0.23357752,-0.28773937,-0.5099165,-0.29006305,-0.050649866,-0.2973888,0.609114,0.30883655,-0.3634562
9/2/2018,17:20,0.056500416,0.54564464,0.4416609,-0.56889987,0.14792238,-0.09927086,-0.14047554,-0.52902687,-0.32158837,-0.044944897,-0.22075701,0.5668816,0.21318303,-0.48210186
9/9/2018,18:20,0.085996374,0.4551297,0.33565304,-0.58641785,0.14907409,-0.20267256,-0.24241877,-0.4847908,-0.29848316,-0.009023964,-0.29995212,0.44307417,0.2971937,-0.37754038
9/16/2018,19:20,0.03383721,0.58519924,0.27159974,-0.5958368,0.11078588,-0.111822486,-0.17027411,-0.5231806,-0.3491129,0.001948629,-0.27412206,0.52235484,0.13147567,-0.4217295
9/23/2018,20:20,-0.018274449,0.5209857,0.38971943,-0.55902267,0.068814,-0.18733636,-0.20184764,-0.5302072,-0.3195643,-0.0697429,-0.362075,0.5226494,0.26232806,-0.46545577
9/30/2018,21:20,-0.08959071,0.55176276,0.44086468,-0.66875625,0.08221175,-0.14445744,-0.32651028,-0.50966656,-0.34769672,-0.0947081,-0.5056221,0.6644472,0.21950364,-0.3814983
10/7/2018,22:20,-0.05637407,0.5003936,0.49166697,-0.73661166,-0.024578182,-0.14644507,-0.28156832,-0.46170688,-0.27979,-0.046741765,-0.44943017,0.56513846,0.20875552,-0.5551639
10/14/2018,23:20,-0.02097544,0.39847365,0.4771683,-0.70220834,0.07094285,-0.24738765,-0.24374463,-0.4688232,-0.3799988,-0.028419351,-0.42741996,0.55903393,0.27706894,-0.525237
10/21/2018,0:20,-0.10305552,0.52725,0.44606394,-0.769142,0.093944244,-0.22501314,-0.24148652,-0.5675165,-0.43956164,-0.15512808,-0.31546003,0.6678826,0.19553752,-0.56052107
10/28/2018,1:20,-0.047999498,0.4876528,0.5170805,-0.7992835,0.17041573,-0.27301797,-0.29208076,-0.6042812,-0.3846805,-0.12858076,-0.3539607,0.666651,0.35292673,-0.50956976
11/4/2018,2:20,0.022510532,0.59004176,0.5968936,-0.7322537,0.0712929,-0.20610897,-0.2689732,-0.55431336,-0.3345807,-0.039374243,-0.39205214,0.6250316,0.34548628,-0.546935
11/11/2018,3:20,0.070252925,0.5016124,0.47606343,-0.7750795,0.05910044,-0.2077501,-0.31002834,-0.46582142,-0.34073976,-0.00556124,-0.4158455,0.5691483,0.2972777,-0.51114225
11/18/2018,4:20,-0.002856653,0.5606945,0.45414448,-0.81837356,0.11743494,-0.21575497,-0.24326165,-0.5066975,-0.38695756,-0.05017002,-0.34934273,0.6186924,0.22824264,-0.54755676
11/25/2018,5:20,-0.015784573,0.54903626,0.4625968,-0.69651467,0.14157318,-0.2073759,-0.22339076,-0.58201635,-0.381257,-0.092638,-0.32091925,0.63091785,0.28459084,-0.55896205
12/2/2018,6:20,-0.013842545,0.6111466,0.51908857,-0.74275744,0.104519,-0.26866642,-0.295732,-0.5560974,-0.33310595,-0.030243792,-0.37224147,0.6237877,0.30593,-0.5009339
12/9/2018,7:20,0.05160806,0.55616707,0.47632122,-0.7224486,0.06163553,-0.23532245,-0.24772647,-0.51329273,-0.3107705,0.005572278,-0.3175113,0.58574843,0.28162667,-0.5259854
12/16/2018,8:20,0.02056165,0.5556918,0.52099776,-0.7153908,0.1003521,-0.28813943,-0.25691885,-0.4338084,-0.37450224,-0.034512058,-0.3444018,0.5353271,0.3376228,-0.5198898
12/23/2018,9:20,0.023341611,0.55495715,0.4316535,-0.6819774,0.059358567,-0.22423267,-0.22385514,-0.4110437,-0.30705807,-0.021891842,-0.26006126,0.4220677,0.27341542,-0.55228835
12/30/2018,10:20,0.008714225,0.4780836,0.35353214,-0.6595824,-0.003658632,-0.33392563,-0.2611997,-0.4420683,-0.2773171,0.041683868,-0.33865017,0.33954018,0.23924206,-0.55754125
1/6/2019,11:20,0.020468175,0.58818924,0.39672434,-0.6750063,0.03922788,-0.29014987,-0.21031114,-0.41431338,-0.3007395,0.077731654,-0.36697552,0.38739613,0.2562649,-0.4911322
1/13/2019,12:20,-0.06379549,0.49093357,0.4238307,-0.6436448,-0.015421571,-0.20019972,-0.28061807,-0.38624397,-0.21110573,-0.005812049,-0.46406823,0.42272198,0.18603562,-0.5455791
1/20/2019,13:20,-0.047904793,0.47540843,0.522811,-0.67376786,0.002863463,-0.2949857,-0.29493055,-0.32418603,-0.121462815,0.13947122,-0.48289087,0.29740432,0.25433862,-0.5225058
1/27/2019,14:20,0.0380673,0.42697144,0.3418172,-0.5164417,-0.052814253,-0.24590155,-0.110365264,-0.3669542,-0.19421874,0.083431706,-0.28705218,0.34656256,0.0901431,-0.4778343
2/3/2019,15:20,-0.017237319,0.45558724,0.41215554,-0.6204237,0.1314878,-0.36200476,-0.14287962,-0.3184955,-0.25456303,0.0306813,-0.24288419,0.35910362,0.193685,-0.4147864
2/10/2019,16:20,0.043515667,0.5250239,0.39445436,-0.4985025,0.078204595,-0.17165768,-0.015862726,-0.38360602,-0.19233508,0.021681555,-0.123040184,0.3780492,0.24512883,-0.46930844
2/17/2019,17:20,0.04496308,0.44407016,0.3780649,-0.5422175,0.019178754,-0.31092718,-0.18425202,-0.37629578,-0.14405975,0.078972325,-0.31660742,0.3605044,0.2942974,-0.43300992
2/24/2019,18:20,-0.022944808,0.47988817,0.438274,-0.6554918,0.10336021,-0.22799414,-0.15195483,-0.24142897,-0.14477965,0.17514089,-0.33958244,0.4854676,0.35614872,-0.27945727
3/3/2019,19:20,-0.056702305,0.35558406,0.4745386,-0.5479982,0.003682265,-0.12002322,-0.16101304,-0.31283528,-0.19186819,0.009235214,-0.32981348,0.49344218,0.1567847,-0.51410645
3/10/2019,20:20,-0.23152152,0.27102986,0.40459895,-0.7715767,0.19485646,-0.38754436,-0.33866122,-0.49111855,-0.20270316,-0.06531298,-0.40382862,0.57173556,0.21560737,-0.3738511
3/17/2019,21:20,-0.02224604,0.4909028,0.4570693,-0.6649457,0.16629334,-0.18993033,-0.17519692,-0.64493155,-0.23823404,0.009944376,-0.25791684,0.6195183,0.13481137,-0.47129193
3/24/2019,22:20,-0.002114106,0.40389654,0.5036833,-0.6535309,0.15487207,-0.29837066,-0.27837908,-0.5219573,-0.26844475,-0.035875633,-0.40639457,0.5730274,0.35086697,-0.40220922
3/31/2019,23:20,-0.008289706,0.5631482,0.51195943,-0.843163,0.18936367,-0.108646065,-0.314743,-0.46532518,-0.2946169,-0.08794985,-0.41411605,0.68580425,0.21665348,-0.3261185
4/7/2019,0:20,0.025171023,0.3871124,0.43614057,-0.6160883,0.075183414,-0.09320646,-0.19454046,-0.47482416,-0.2086946,-0.023525499,-0.3453596,0.4712171,0.23727024,-0.5450435
4/14/2019,1:20,-0.041884568,0.40386006,0.36793506,-0.63181424,0.17186064,-0.18261702,-0.32078713,-0.5441952,-0.329915,-0.035766445,-0.45621505,0.57060105,0.23502393,-0.32608762
4/21/2019,2:20,-0.07047044,0.48350927,0.31636646,-0.65994036,0.10348988,-0.07494931,-0.25080323,-0.6104461,-0.36031285,-0.095475614,-0.3436292,0.55440897,0.101348996,-0.5121268
4/28/2019,3:20,-0.06172246,0.376786,0.42997348,-0.59135616,0.114456676,-0.2212996,-0.32329336,-0.602153,-0.35479644,-0.11736765,-0.45753786,0.44433755,0.30539098,-0.49768558
5/5/2019,4:20,0.005098217,0.5770019,0.43087608,-0.5820055,-0.004404059,-0.12812445,-0.2803864,-0.5038352,-0.38403478,-0.08058709,-0.41329294,0.41862163,0.18844132,-0.45052972
5/12/2019,5:20,0.04956362,0.36111498,0.24902678,-0.5485565,-0.07732573,-0.09211701,-0.30076858,-0.35866734,-0.3455574,-0.13147594,-0.36791483,0.29781145,0.12298628,-0.4620814
5/19/2019,6:20,-0.006212126,0.49062887,0.27004287,-0.54670787,-0.006713886,-0.10639463,-0.24625139,-0.37268287,-0.46208262,-0.13400894,-0.3729789,0.28675443,0.20170224,-0.44418526
5/26/2019,7:20,0.007662237,0.41229457,0.11186588,-0.3483566,-0.108924046,0.041475255,-0.213497,-0.3919189,-0.34411347,-0.15412673,-0.30864042,0.2052041,0.10508936,-0.53075075
6/2/2019,8:20,-0.119534045,0.36554125,0.24569198,-0.52023625,-0.11634673,-0.26703668,-0.35742044,-0.37146902,-0.2607942,0.014522869,-0.52055305,0.1640997,0.23380466,-0.43867394
6/9/2019,9:20,0.001483243,0.44175726,0.2932693,-0.38298166,-0.1696214,-0.08284065,-0.1309023,-0.24928236,-0.31332535,0.0275101,-0.3547084,0.21617016,0.112143196,-0.4673389
6/16/2019,10:20,-0.123670116,0.2842757,0.37394813,-0.46828908,-0.16619083,-0.28158295,-0.23167767,-0.15852922,-0.26709595,-0.13512847,-0.3553054,0.17331427,0.1477351,-0.47828704
6/23/2019,11:20,-0.081628025,0.3396605,0.252232,-0.48574817,-0.073053695,-0.17034785,-0.19950677,-0.1941525,-0.29665995,-0.10713435,-0.21527964,0.24801123,0.10971772,-0.37480718
6/30/2019,12:20,0.03244807,0.33215716,0.26831582,-0.37525678,-0.18083687,-0.18772097,-0.12020084,-0.15905166,-0.24093886,-0.07449098,-0.14730594,0.11875383,0.19970977,-0.46656498
7/7/2019,13:20,-0.017062593,0.21917404,0.17039835,-0.40639508,-0.055160865,-0.18236724,-0.23761238,-0.061643127,-0.24269357,-0.004428813,-0.26470065,0.11666755,0.25624394,-0.30519506
7/14/2019,14:20,-0.08746837,0.3237917,0.21610022,-0.42748976,-0.19445784,-0.13929796,-0.18593964,-0.08596163,-0.15437621,0.028532252,-0.22337702,0.056326814,0.10760384,-0.46858016
7/21/2019,15:20,-0.08414124,0.09818627,0.14114182,-0.3817584,-0.07396465,-0.2826827,-0.22215505,-0.16916549,-0.12340984,0.014209881,-0.3146109,0.09557526,0.11907275,-0.3232228
7/28/2019,16:20,-0.16460454,0.34527197,0.28550106,-0.4535964,-0.049431473,-0.21094994,-0.2013897,-0.12836573,-0.1616164,0.005619627,-0.32626653,0.21463963,0.03597447,-0.28303814
8/4/2019,17:20,-0.027694147,0.14068733,0.20229524,-0.32826495,-0.11759887,-0.08845966,-0.16718675,-0.03433185,-0.064081505,0.01678605,-0.23049754,0.042370655,0.071985975,-0.3532398
8/11/2019,18:20,-0.06901534,0.16377641,0.21315993,-0.3634439,-0.09120765,-0.26924646,-0.17237562,-0.056224868,-0.08970312,0.04584028,-0.23434845,-0.006182116,0.07163153,-0.28872344
8/18/2019,19:20,0.065944925,0.2146932,0.10062153,-0.19634809,-0.06884977,-0.1350526,0.03508132,-0.008836417,-0.120194934,0.07117551,-0.011522636,-0.050244465,0.036526628,-0.25064456
8/25/2019,20:20,-0.017366236,0.15277238,0.09387217,-0.15969115,-0.100273736,-0.18209693,-0.06860468,0.013659729,-0.06666642,0.011044361,-0.059438795,-0.079633854,0.059379585,-0.24200366
9/1/2019,21:20,0.025435235,0.19146462,0.09093284,-0.14558926,-0.077454425,-0.114533484,-0.07310399,0.072148204,-0.013706161,0.09402542,-0.060101725,-0.11323461,0.11057208,-0.14261788
9/8/2019,22:20,0.04167914,0.126939,0.040373016,-0.046876658,-0.22513108,-0.11672719,-0.018769417,0.091334924,0.027052114,0.070358165,-0.068600744,-0.16400407,0.008741755,-0.18867381
9/15/2019,23:20,-0.00266448,0.081982374,0.034742698,-0.14001006,-0.08626623,-0.18187264,-0.05481039,0.211712,0.021657085,0.15677184,-0.112515986,-0.18741752,0.040607687,-0.08086141
9/22/2019,0:20,-0.04909496,0.07685794,-0.000391752,-0.07432659,-0.17755605,-0.044727072,0.03786271,0.1178432,0.073702805,0.07041754,0.001033627,-0.11370365,-0.09709249,-0.19678731
9/29/2019,1:20,-0.100578174,-0.057848528,0.068158,-0.14351492,-0.040563166,-0.23969233,-0.11097247,0.10942876,0.066739,0.05858481,-0.1424031,-0.09068711,0.061459605,-0.07586563
10/6/2019,2:20,-0.05195457,0.09261924,0.15936986,-0.14266837,-0.061364815,-0.098805085,0.034746874,0.14228621,0.11798589,0.11622925,-0.012686268,-0.043108277,0.031266738,-0.036838997
10/13/2019,3:20,0.02110909,-0.15129347,0.07812484,-0.052783754,-0.08445982,-0.11938843,-0.009884415,0.1568521,0.15248659,0.10554181,-0.020617036,-0.13828492,-0.031486493,-0.10366945
10/20/2019,4:20,-0.06285803,-0.043228343,0.08623008,-0.17492,0.08222123,-0.18669586,-0.01180717,0.1267374,0.12669924,0.117756054,0.009903081,-0.0728677,0.038613338,0.049300242
10/27/2019,5:20,0.12300444,-0.017416583,0.006304543,0.09610269,-0.001799308,0.025807494,0.15847859,0.08638966,0.12297465,0.10682361,0.17643276,-0.1589798,-0.05565509,-0.06078611
11/3/2019,6:20,0.005273808,-0.06688056,-0.026755676,0.01569901,0.031600952,-0.18766214,0.012309451,0.13230366,0.14648023,0.109203845,0.05009696,-0.17026237,0.04967288,0.11627135
11/10/2019,7:20,0.14840782,0.09748368,-0.034808256,0.06966588,0.05195979,0.07964458,0.17443278,0.11578561,0.14979559,0.16587886,0.19459596,-0.08095667,-0.08169692,0.13295422
11/17/2019,8:20,0.10955331,-0.07752652,-0.019267723,0.25108165,-0.010264116,-0.015129101,0.1719493,0.18144494,0.22338243,0.12783276,0.15944809,-0.19420102,0.013807663,0.04924461
11/24/2019,9:20,0.021475177,0.019989101,-0.109180145,0.09043982,0.08668157,-0.03083828,0.07653607,0.121061385,0.13205189,0.108377874,0.13658142,-0.008142861,-0.019727811,0.27431965
12/1/2019,10:20,0.045329355,-0.017727807,-0.074385695,0.14826016,0.02430831,0.02863703,0.19824207,0.123607844,0.16554847,0.09270262,0.24732682,-0.038975917,-0.03207359,0.100304544
12/8/2019,11:20,-0.024352022,-0.13666229,0.03596623,0.1079891,0.11176609,-0.094375804,0.06962777,0.1366974,0.12554997,0.06915589,0.06836688,-0.02711244,0.15192418,0.20509298
12/15/2019,12:20,-0.0160297,-0.011664817,-0.036594294,0.02460105,0.012909513,0.04124744,0.076678,0.085338496,0.13950388,0.10682152,0.12170581,-0.03296586,-0.0795599,0.05965838
12/22/2019,13:20,-0.025475826,-0.22985941,-0.04598987,-0.00888296,0.07192893,-0.1309347,0.017271295,0.03142177,0.20146139,0.11415179,0.039022304,-0.063589275,0.03682496,0.086056486
12/29/2019,14:20,-0.046236847,0.054381564,0.07702852,-0.016334273,0.14134715,-0.027426377,0.047163527,-0.05095408,0.020235682,0.05635035,-0.016128944,0.14931165,-0.003584622,0.16056132
1/5/2020,15:20,-0.006380439,-0.04838337,0.061070353,0.000679813,0.06612628,0.073766515,0.010745153,0.034481052,0.17509165,-0.005073052,0.030806221,0.0622892,-0.030412432,0.07862755
1/12/2020,16:20,0.012529595,-0.10228367,0.09048425,0.001351707,0.08879795,-0.058449008,-0.015577871,0.013374817,0.17988022,0.13585109,-0.018824778,-0.026805518,0.03885508,0.11622882
1/19/2020,17:20,0.12358901,0.024374673,-0.07743269,0.17927322,0.027771426,0.049004503,0.17841506,0.018140186,0.010444397,0.07681066,0.18909875,-0.04709906,-0.060209077,0.087475315
1/26/2020,18:20,0.05035765,-0.030179571,-0.074358016,0.078219414,0.118774734,-0.07162704,0.09938122,0.049462415,0.039108388,0.003773747,0.18086857,-0.10903896,0.036482632,0.12368682
2/2/2020,19:20,0.0397525,0.056745686,-0.07368901,0.19773306,-0.004124494,0.054565948,0.11965595,0.056699663,0.05658695,0.07577041,0.1462956,-0.1532605,0.037245315,0.05093303
2/9/2020,20:20,0.09730749,-0.003272764,-0.068713725,0.19829951,-0.1560102,-0.025997236,0.030764569,0.15334684,0.13581473,0.12890817,0.04376995,-0.2912082,0.054575313,0.05108191
2/16/2020,21:20,0.040582154,-0.052679382,-0.112987846,0.13237748,-0.09939631,-0.024818819,0.04894268,0.273087,0.10321538,0.15806738,0.005841725,-0.25857243,-0.04538678,0.13064754
2/23/2020,22:20,-0.010817319,-0.019801494,-0.11272365,0.19069149,-0.1926382,0.021267809,0.115188256,0.22869214,0.085684165,0.056208357,0.10510759,-0.29651347,-0.15097469,-0.06368538
3/1/2020,23:20,-0.01976369,-0.12414971,-0.13541049,0.1886442,-0.067568384,-0.11933544,0.043347724,0.21802899,0.17105578,0.106309235,0.09042609,-0.3204772,-0.022592008,0.074207924
3/8/2020,0:20,0.052723873,0.010116352,-0.047199063,0.25402325,-0.17849255,-0.07589887,0.15594862,0.28271282,0.20737807,0.1848976,0.17897934,-0.34698316,-0.057093307,0.06591002
3/15/2020,1:20,0.21907076,-0.03411138,-0.07646266,0.33278745,-0.17754552,-0.16769794,0.30452242,0.48186147,0.2108718,0.30286366,0.30448365,-0.5442343,0.031886574,0.07128039
3/22/2020,2:20,0.08155149,-0.046048887,-0.20589472,0.28931236,-0.12086616,-0.14927861,0.32036194,0.44000983,0.28898552,0.2061453,0.40647608,-0.38328874,-0.10469302,0.14385252
3/29/2020,3:20,0.114205435,-0.07444135,-0.06294401,0.4385993,-0.06612111,-0.14951883,0.30714664,0.6029817,0.38373291,0.39222223,0.41245168,-0.5687573,0.12635611,0.1235138
4/5/2020,4:20,0.07279056,-0.23830317,-0.21628997,0.5949861,-0.30281,-0.13490212,0.25902945,0.75706506,0.41533145,0.3237125,0.44645774,-0.72625256,0.04320832,0.216358
4/12/2020,5:20,0.033430092,-0.38167915,-0.3520668,0.3962235,-0.24359326,-0.34229818,0.1790205,0.8392297,0.38999432,0.36916828,0.446282,-1.0047027,-0.14844471,0.20503768
4/19/2020,6:20,0.09682773,-0.44623142,-0.45221537,0.69978917,-0.28537163,-0.17480841,0.397907,0.92892057,0.5090852,0.4250358,0.58675426,-1.3222551,-0.2226937,0.114391
4/26/2020,7:20,0.032540966,-0.62694156,-0.67991424,0.903136,-0.5013198,-0.13460387,0.07921848,1.0536604,0.6182918,0.4044027,0.33599016,-1.6773629,-0.3858081,0.15509593
5/3/2020,8:20,0.059196595,-0.53621155,-0.7958887,0.77087677,-0.56157386,-0.18653041,0.17737198,1.2248477,0.75028557,0.54617333,0.27416894,-1.8688729,-0.47744685,0.4568761
5/10/2020,9:20,0.13342792,-0.8788102,-0.91583264,1.2958001,-0.7114273,0.1936257,0.39733317,1.5417157,0.8672561,0.46120325,0.28197733,-2.1285882,-0.78580296,0.4115923
5/17/2020,10:20,-0.25843522,-1.0271684,-1.0027825,1.1326028,-0.7148487,0.049662933,0.18298967,1.5243188,0.9706139,0.4365503,0.012294609,-2.2042632,-0.7788444,0.6032991
5/24/2020,11:20,-0.08333589,-1.3728199,-1.1912643,1.4415648,-0.6834292,0.4587291,0.36716813,1.6878996,1.1982282,0.5392684,0.14708316,-2.4161742,-1.0480632,0.61951977
5/31/2020,12:20,-0.43891558,-1.6857175,-1.2065722,1.5011221,-0.8835438,0.093619585,0.35383648,1.5790261,0.9899433,0.33869556,-0.074961446,-2.5249648,-0.85144615,0.7103582
6/7/2020,13:20,-0.36968407,-1.5990357,-1.308505,1.3545842,-0.56146646,0.51905966,0.3779467,1.6126729,0.78496337,0.20350297,-0.016960599,-2.2535236,-1.1533206,1.0043477
6/14/2020,14:20,-0.44470116,-1.9944972,-0.97582966,1.5566622,-0.78857476,0.6320357,0.48550108,1.6140295,1.2748358,0.13527006,0.019650117,-2.510941,-1.0538728,0.68353176
6/21/2020,15:20,-0.24427217,-2.0543985,-1.4168135,1.8596011,-0.7438131,0.8084097,0.2663614,1.36287,0.7207784,0.055083692,-0.14540973,-2.203731,-1.2094256,1.0940899
6/28/2020,16:20,-0.43661055,-1.847196,-1.4468273,1.555854,-0.633888,1.0032665,0.29507497,1.5441158,0.66166085,-0.43611386,0.2658526,-1.8601522,-1.2357711,1.3813035
7/5/2020,17:20,-0.25040844,-2.1629605,-1.3591806,1.8516,-0.4895344,1.3246388,0.33711854,1.1439128,0.3393781,-0.788959,0.23461494,-1.626533,-1.0989671,1.3286105
7/12/2020,18:20,-0.30561146,-1.7278737,-1.4574186,1.7510206,-0.6747318,1.341047,0.18071836,1.1553942,0.20354113,-0.83409274,0.16950202,-1.555651,-1.1248721,1.2460409
